ROESBA_M1_hours,2019/11/04 16:25:1572881113,2,5675,0
ROESBA_M1_starts,2019/11/04 16:25:1572881113,2,147,0
ROESBA_M3_hours,2019/11/04 16:25:1572881113,2,5840,0
ROESBA_M3_starts,2019/11/04 16:25:1572881113,2,92,0
ROESBA_M2_hours,2019/11/04 16:25:1572881113,2,6308,0
ROESBA_M2_starts,2019/11/04 16:25:1572881113,2,124,0
